id,title,tag,matched_words,score
974,"FIRST INTERSTATE SEEKS ACQUISITION",neutral,,0
975,"ATLANTIC RESEARCH ATRC WINS MOTOR CONTRACT",positive,wins,1
976,"THOMAS AND BETTS TNB FILES PATENT SUIT",neutral,,0
977,"HOUSE OF FABRICS HF SEES RESULTS IMPROVING",positive,improving,1
978,"U.S. SENATE HITS EC OILS TAX, VOWS RETALIATION",neutral,,0
979,"CROP GENETICS INITIAL OFFERING UNDERWAY",neutral,,0
980,"KODAK EK BUYS STAKE IN BIOTECHNOLOGY COMPANY",neutral,,0
981,"AVERY AVY 1ST QTR FEB 28 NET",neutral,,0
982,"FORD F CREDIT UNIT SELLS NEW ZEALAND DLR FRNS",neutral,,0
983,"IONICS ION WINS 20YEAR DESALINATION CONTRACT",positive,wins,1
984,"FED SETS TWO BILLION DLR CUSTOMER REPURCHASE",neutral,,0
985,"SENATE SEEKS U.S. PROBE OF CANADIAN CORN LEVY",neutral,,0
986,"RICOH REORGANIZES U.S. UNITS",neutral,,0
987,"UNITED WATER UWR, BASE TEN BASE SET VENTURE",neutral,,0
988,"KNIGHTRIDDER INC KRN SETS QUARTERLY",neutral,,0
989,"TECHNITROL INC TNL SETS QUARTERLY",neutral,,0
990,"NATIONWIDE CELLULAR SERVICE INC NCEL 4TH QTR",neutral,,0
991,"A.H.A. AUTOMOTIVE TECHNOLOGIES CORP YEAR NET",neutral,,0
992,"BRAZIL SUGGESTS 60DAY SHORTTERM CREDIT EXTENSION",neutral,,0
993,"EMHART EMH WINS FOUR COMMUNICATIONS CONTRACTS",positive,wins,1
994,"FLUOR FLR AND UNITS DOWNGRADED BY SP",neutral,,0
995,"BRUNSWICK CORP BC SELLS NOTES AT 8.199 PCT",neutral,,0
996,"ROGERS ROG SEES 1ST QTR NET UP SIGNIFICANTLY",neutral,,0
997,"JOHANNESBURG GOLD SHARES CLOSE MIXED TO FIRMER",positive,"gold, firmer",2
998,"FEEDER CATTLE FUTURES SET NEW HIGHS, TURN MIXED",neutral,,0
999,"CBT CORN SPREADS",neutral,,0
1000,"TEXAS PANHANDLEW OKLA FEEDLOT ROUNDUP  USDA",neutral,,0
1001,"MIDWEST GRAIN FUTURES 1100   EDT",neutral,,0
1002,"VOLCKER PUSHES SPENDING CUTS OVER TRADE BILL",neutral,,0
1003,"MIDWEST GRAIN FUTURES 1101   EDT",neutral,,0
1004,"CBT SOYBEAN SPREADS",neutral,,0
1005,"SIOUX FALLS CATTLE UP 0.50 DLR  USDA",negative,falls,-1
1006,"CBT SOYBEAN OIL SPREADS",neutral,,0
1007,"FLASH SIOUX FALLS HOGS UP 1.75 DLR  USDA",negative,"falls, hogs",-2
1008,"CBT SOYBEAN MEAL SPREADS",neutral,,0
1009,"AMERICAN SPORTS ADVISORS PIKS TO LIQUIDATE",neutral,,0
1010,"N.Y. COFFEE FUTURES SLIGHTLY HIGHER, THIN EARLY",neutral,,0
1011,"THATCHER FIRM AS PRESSURE MOUNTS FOR ELECTIONS",neutral,,0
1012,"PORTUGUESE AIRLINE CONFIRMS AIRBUS A310 ORDER",neutral,,0
1013,"FLASH ST PAUL HOGS UP 1.002.00 DLRS  USDA",negative,hogs,-1
1014,"VOLCKER SAYS RESTRICTIVE MONETARY POLICY WOULD HURT INVESTMENT",negative,"restrictive, hurt",-2
1015,"WORLD SUGAR FUTURES TUMBLE IN EARLY TRADING",negative,tumble,-1
1016,"GOLD AND SILVER CLOSE OFF HIGHS IN ZURICH",positive,gold,1
1017,"SWEDENS ERICSSON WINS U.S. ORDER",positive,wins,1
1018,"FLASH OMAHA HOGS UP 1.00 DLR  USDA",negative,hogs,-1
1019,"CBT WHEAT FUTURES OPEN FIRMER, SET NEW HIGHS",positive,firmer,1
1020,"DOLLAR CLOSES LITTLE CHANGED IN FRANKFURT",neutral,,0
1021,"LIVE HOG FUTURES HIGHER EARLY",neutral,,0
1022,"MIDWEST GRAIN FUTURES 1110   EDT",neutral,,0
1023,"HONEYWELL BULL INTRODUCES HIGH PERFORMANCE COMPUTERS FOR MEDIUM, LARGE FIRMS",neutral,,0
1024,"PORK BELLY FUTURES START HIGHER, THEN EASE",positive,ease,1
1025,"MISSOURI DIRECT HOGS UP 1.001.50 DLR  USDA",negative,hogs,-1
1026,"VOLCKER SEES TIGHT POLICY HURTING INVESTMENT",negative,hurting,-1
1027,"REUTERS RtrSY UNIT COMPLETES TRADING SYSTEM",neutral,,0
1028,"LONDON LIFFE D.MARK CLOSE 1614  APR 7",neutral,,0
1029,"LONDON LIFFE S.FRANC CLOSE 1616  APR 7",neutral,,0
1030,"CBT SOYBEAN FUTURES OPEN SLIGHTLY FIRMER",positive,firmer,1
1031,"DOLLAR REMAINS IN NARROW RANGE IN QUIET ZURICH",positive,quiet,1
1032,"ST LOUIS CATTLE STEADYUP 0.50 DLR  USDA",neutral,,0
1033,"LIFFE, AFTER RECORD VOLUMES, SEES MORE GROWTH",neutral,,0
1034,"NEW BEDFORD INSTITUTION FOR SAVINGS NBBS YEAR",positive,savings,1
1035,"HONEYWELL BULL UNVEILS FIVE NEW COMPUTERS",neutral,,0
1036,"OXFORD ENERGY CO OEN TO BUILD ENRGY PLANT",neutral,,0
1037,"POLYDEX POLXF ANTIWRINKLE INGREDIENT PATENTED",neutral,,0
1038,"DIGITAL TRANSMISSION DTINU OFFERS UNITS",neutral,,0
1039,"CBT SOYPRODUCT FUTURES HIGHER IN EARLY TRADE",neutral,,0
1040,"PRESIDENTIAL AIR PAIR IN SALELEASEBACK",neutral,,0
1041,"MIDWEST GRAIN FUTURES 1120   EDT",neutral,,0
1042,"HIGHWOOD HIWDF COMMENTS ON SHARE PRICE RISE",neutral,,0
1043,"SPOT TIN SLIGHTLY LOWER ON EUROPEAN FREE MARKET",positive,free,1
1044,"FHLBB CHANGES SHORTTERM DISCOUNT NOTE RATES",neutral,,0
1045,"GENERAL ELECTRICGEPOWERED HELICOPTER UNVEILED",neutral,,0
1046,"REUTER UNIT COMPLETES MERRILL LYNCH TRADING SYSTEM",neutral,,0
1047,"AFRICAN DEVELOPMENT BANK LOANS ROSE 42 PCT IN 1986",neutral,,0
1048,"OMAHA CATTLE UP 0.50 DLR  USDA",neutral,,0
1049,"MELRIDGE BULB UNIT IN REAL ESTATE AGREEMENT",neutral,,0
1050,"PHOTRONICS CORP PHOT YEAR FEB 28 NET",neutral,,0
1051,"MIDWAY AIRLINES MDWY MARCH LOAD FACTOR FALLS",negative,falls,-1
1052,"OCEAN BIOCHEM INC OBCI YEAR NET",neutral,,0
1053,"LOWES LOW TO SELL DURAKON DRKN LINER",neutral,,0
1054,"FEDERAL RESOURCES FDRC NAMES NEW PRESIDENT",neutral,,0
1055,"WALKER TELECOMMUNICATIONS WTEL GETS CONTRACT",neutral,,0
1056,"AIDC ISSUES AUSTRALIAN DOLLAR ZERO COUPON EUROBOND",negative,issues,-1
1057,"TELECOMMUNICATIONS TCOMA SELLS CABLE SYSTEMS",neutral,,0
1058,"SWEDISH FINANCE FIRMS SEEN HIT BY DEREGULATION",neutral,,0
1059,"WALL STREET STOCKS HIGHER IN LATE MORNING",neutral,,0
1060,"ENVIRONMENTAL POWER CORP POWR YEAR NET",neutral,,0
1061,"SWEDISH INDUSTRY SEES HIGHER 1987 PRODUCTION",neutral,,0
1062,"U.S. ENERGY FUTURES STEADY BUT QUIET",positive,"quiet, steady",2
1063,"GERMAN LONGTERM CAPITAL INFLOW SLUMPS IN FEBRUARY",neutral,,0
1064,"BRITISH TELECOM, NTT SIGN COOPERATION AGREEMENT",neutral,,0
1065,"SIOUX CITY CATTLE UP 0.501.00 DLR  USDA",neutral,,0
1066,"N.Y. COTTON FUTURES STEADY IN EARLY TRADING",positive,steady,1
1067,"SIOUX CITY HOGS STEADYUP 1.25 DLR  USDA",negative,hogs,-1
1068,"MIDWEST GRAIN FUTURES 1131   EDT",neutral,,0
1069,"EC SOURCES SAY UK WHEAT PLAN YET TO BE APPROVED",neutral,,0
1070,"BROKERAGE FIRM UPS STAKE IN ALLEGHENY AG",neutral,,0
1071,"U.K. GRAIN FUTURES CLOSE STEADY TO FIRMER",positive,"firmer, steady",2
1072,"KANSAS CITY SHIPMENTS AND RECEIPTS",neutral,,0
1073,"STONE STO FILES FOR SECONDARY OFFERING",neutral,,0
1074,"LME METAL PM 2ND RING VOLUMESPAIDS   APR 7",neutral,,0
1075,"SPOT LARD, TALLOW, GREASE STEADY",positive,steady,1
1076,"BOEING PROPOSES WESTLAND DEAL",neutral,,0
1077,"ENVIRONMENTAL POWER POWR GETS CONTRACTS",neutral,,0
1078,"LONE STAR LCE SEES FLAT U.S. CEMENT DEMAND",negative,lone,-1
1079,"U.S. ALUMINUM STOCKS HIGHER IN DECEMBER  ABMS",neutral,,0
1080,"MALTA TENDERS FOR WHITE SUGAR TODAY  TRADE",neutral,,0
1081,"CALTON CN OFFERING DECLARED EFFECTIVE",positive,effective,1
1082,"CHILIS CHLI FILES FOR CONVERTIBLE DEBENTURES",neutral,,0
1083,"GOTTHARD BANK SELLS WARRANTS INTO DAINIPPON INK",neutral,,0
1084,"FED SETS TWODAY SYSTEM REPURCHASES, FED SAYS",neutral,,0
1085,"ALIAS RESEARCH IN CAPITAL JOINT VENTURE",neutral,,0
1086,"EMERY AIR EAF MARCH SHIPMENTS RISE",neutral,,0
1087,"CORROON AND BLACK CBL COMPLETE ACQUISITION",neutral,,0
1088,"COLONIAL CLBGA TO ACQUIRE PENSACOLA BANK",neutral,,0
1089,"KANSAS CITY WHEAT MARGINALLY FIRMER AT MIDDAY",neutral,"firmer; marginally",0
1090,"MIDWEST GRAIN FUTURES 1140   EDT",neutral,,0
1091,"ST JOSEPH HOGS UP 1.001.50 DLR  USDA",negative,hogs,-1
1092,"IaSo Minn direct hogs estimated rcpts 80,000 vs actual week ago 85,000 and actual year ago 72,000.",negative,hogs,-1
1093,"OHIO DIRECT HOGS UP 1.00 DLR  USDA",negative,hogs,-1
1094,"ONTARIO TREASURY BILL YIELD RISES",neutral,,0
1095,"UNIVERSITY UPT REPORTS MARCH LENS SALE",neutral,,0
1096,"SUPER RITE FOODS INC SRFI SETS QTRLY PAYOUT",positive,super,1
1097,"KANSAS CITY HOGS UP 1.50 DLR  USDA",negative,hogs,-1
1098,"MILTON ROY CO MRC SETS QUARTERLY",neutral,,0
1099,"JOLIET HOGS UP 1.00 DLR  USDA",negative,hogs,-1
1100,"INDIANA DIRECT HOGS UP 1.001.50 DLR  USDA",negative,hogs,-1
1101,"DELTA AIR DAL TO EXPAND PASSENGER TERMINAL",neutral,,0
1102,"DOLLAR STEADY IN LATE PARIS TRADING",positive,steady,1
1103,"GOLDSIL AND GOLDEN RULE AGREE TO MERGE",positive,golden,1
1104,"FED SETS TWODAY SYSTEM REPURCHASES",neutral,,0
1105,"COLONIAL BANCGROUP INC CLBGA 1ST QTR NET",neutral,,0
1106,"Dresdner to propose 1986 dividend 10 marks vs same, onefor18 bonus share issue",neutral,"bonus; issue",0
1107,"LONDON OILSSEEDS CLOSE QUIETLY MIXED",neutral,,0
1108,"WALL STREET STOCKSAUTOMAKERS",neutral,,0
1109,"ST PAUL CATTLE UP 1.001.50 DLR  USDA",neutral,,0
1110,"ST PAUL HOGS UP 1.002.00 DLRS  USDA",negative,hogs,-1
1111,"EUROPEAN SOYFEED AFTERNOON GENERALLY ACTIVE",neutral,,0
1112,"CASH SOYMEAL BASIS STEADY IN INCREASED TRADE",positive,steady,1
1113,"MIDWEST GRAIN FUTURES 1150   EDT",neutral,,0
1114,"BROWNINGFERRIS BFI UNIT SEEKS WASTE PERMIT",negative,waste,-1
1115,"LONDON SOYMEAL FUTURES CLOSE QUIETLY MIXED",neutral,,0
1116,"WHITE HOUSE SAYS A.I.D. CHIEF PETER MCPHERSON TO BE DEPUTY TREASURY SECRETARY",neutral,,0
1117,"JAPAN CUTS CHIP SUPPLY, MAY PRODUCE SHORTAGE",negative,shortage,-1
1118,"SENIOR TREASURY AIDE SAYS PARIS PACT TO BE REVIEWED, U.S. THINKS IT SUCCESSFUL",positive,successful,1
1119,"INVESTORS RAISE STAKE IN PUROLATOR PCC",neutral,,0
1120,"SENIOR U.S. AIDE SAYS NO CONSENSUS YET ON PARIS CLUB RELIEF FOR POOREST NATIONS",neutral,"relief; poorest",0
1121,"LONDON COCOA GRADINGSTENDERS  APR 7",neutral,,0
1122,"LONDON COFFEE GRADINGSTENDERS AFTERNOON  APR 7",neutral,,0
1123,"DUTCH MONEY MARKET DEBT RISES IN WEEK",negative,debt,-1
1124,"INTERNATIONAL BOND HIGHLIGHTS  APRIL 7",neutral,,0
1125,"SENATE FARM LEADER URGES HELP FOR RURAL AMERICA",neutral,,0
1126,"KUWAIT ASKS TO USE FOREIGN FLAG TANKERS, U.S SAYS",neutral,,0
1127,"U.S. GRAIN CERTS SAVE 50100 MLN DLRS  AMSTUTZ",neutral,,0
1128,"GM GM SHIFTS LATIN AMERICAN, ASIA OFFICERS",neutral,,0
1129,"VOLCKER SAYS FED POLICY NOT RESPONSIBLE FOR PRIME RATE RISE",neutral,,0
1130,"LONDON EURODOLLAR DEPOSITS CLOSE QUIETLY STEADY",positive,steady,1
1131,"U.S. URGES SURPLUS NATIONS TO BOOST GROWTH",positive,boost,1
1132,"REUTER COMMODITIES NEWS HIGHLIGHTS 1600 GMT  APRIL 7",neutral,,0
1133,"MIDWEST GRAIN FUTURES 1200   EDT",neutral,,0
1134,"CBT CORN SPREADS",neutral,,0
1135,"MIDWEST GRAIN FUTURES 1201   EDT",neutral,,0
1136,"CBT SOYBEAN SPREADS",neutral,,0
1137,"CBT SOYBEAN OIL SPREADS",neutral,,0
1138,"LONDON GOLD CLOSES OFF LOWS",positive,gold,1
1139,"CBT CORN FUTURES HOLD GAINS AT MIDSESSION",positive,gains,1
1140,"CBT SOYBEAN MEAL SPREADS",neutral,,0
1141,"CASH PORK CALLED MIXED, BEEF HIGHER",neutral,,0
1142,"GANDALF GANDF, BRITISH TELECOM IN AGREEMENT",neutral,,0
1143,"MANHATTAN NATIONAL MLC NAMES NEW CHAIRMAN",neutral,,0
1144,"ACME PRECISION ACL SETS HOLDER VOTE ON BUYOUT",neutral,,0
1145,"UAL UAL AIRLINE PILOTS HOLDING NATIONAL MEETING",neutral,,0
1146,"NATIONAL GYPSUM DEBT UPGRADED BY MOODYS",neutral,"upgraded; debt",0
1147,"NYNEX NYN TO HIRE TEMPORARY WORK FORCE",positive,work,1
1148,"ERICSSON ERICY GETS U S WEST USW ORDER",neutral,,0
1149,"MINNEAPOLIS SPRING WHEAT MOSTLY UP AT MIDDAY",neutral,,0
1150,"MIDWEST GRAIN FUTURES 1210   EDT",neutral,,0
1151,"VOLCKER SAYS FED POLICY NOT LINKED TO RATE RISE",neutral,,0
1152,"MIDDAY WINNIPEG OILSEEDS HIGHER",neutral,,0
1153,"SCRAP COPPER QUOTED AT NOMINAL 51.50 CENTS",negative,scrap,-1
1154,"LONDON COMMODITY EXCHANGE VOLUME STEADY  ICCH",positive,steady,1
1155,"BANK OF ENGLAND EFFECTIVE INDEX SHOWS DOLLAR AT 101.6",positive,effective,1
1156,"INTERNATIONAL CREDIT HIGHLIGHTS  APRIL 7",neutral,,0
1157,"CANADA STOCKS HIGHER AT MIDSESSION",neutral,,0
1158,"AEGON ISSUES 200 MLN GUILDER BONDS WITH WARRANTS",negative,issues,-1
1159,"OMAHA HOGS UP 1.00 DLR  USDA",negative,hogs,-1
1160,"WEIS MARKETS WMK IN THREE FOR TWO STOCK SPLIT",negative,split,-1
1161,"RAYTHEON RTN RECEIVES 37.5 MLN DLR CONTRACT",neutral,,0
1162,"LORIMAR LT GETS OUTBOARD MARINE OMC PACT",neutral,,0
1163,"MCCORMICK CAPITAL MKOR 1986 YEAR NET",neutral,,0
1164,"N.Y. FCOJ FUTURES SURGE, OFF HIGHS MIDDAY",neutral,,0
1165,"LONDON SUGAR RALLIES FROM LOWS BY LATE AFTERNOON",neutral,,0
1166,"PLEXUS PLUSF SETS EQUITY FINANCING",neutral,,0
1167,"LIVE CATTLE FUTURES MIXED AT MIDSESSION",neutral,,0
1168,"U.S. SAYS NO PACT ON RELIEF FOR POOREST STATES",neutral,"relief; poorest",0
1169,"LOUISVILLE FEEDERS STEADYUP 1.00 DLR  USDA",neutral,,0
1170,"U.S. MINT SEEKING OFFERS ON COPPER, NICKEL",neutral,,0
1171,"FAMILY HEALTH SYSTEMS FHSY TO MAKE PURCHASE",neutral,,0
1172,"EC SUGAR IMPORT LEVIES",neutral,,0
1173,"OLD FASHION FOODS INC OFFI 3RD QTR FEB 28 NET",neutral,,0
1174,"CBT WHEAT FUTURES EASE TO MIXED BY MIDSESSION",positive,ease,1
1175,"LME COPPER CLOSES AFTER RETREAT FROM EARLIER HIGHS",negative,retreat,-1
1176,"MOTOROLA MOT SELECTS SYSTEM COMPILERS",neutral,,0
1177,"MIDWEST GRAIN FUTURES 1220   EDT",neutral,,0
1178,"MIDSESSION FEEDER CATTLE FUTURES MIXED",neutral,,0
1179,"CONSOLIDATEDBATHURST SEES BETTER MARKET",positive,better,1
1180,"LONDON COFFEE CLOSES FIRMER IN DULL TRADING",neutral,"firmer; dull",0
1181,"LONDON EXCHANGES  SDR CALCULATION",neutral,,0
1182,"MORE U.S. GRAIN CERTIFICATES NEEDED, STUDY SAYS",neutral,,0
1183,"CUMMINS ENGINE CUM SEES IMPROVED EARNINGS",positive,improved,1
1184,"NORTHWEST TELECOM NOWT MAKES ACQUISITION",neutral,,0
1185,"MILTON ROY CO MRC SETS REGULAR DIVIDEND",neutral,,0
1186,"LIVE HOG FUTURES UP FURTHER AT MIDSESSION",neutral,,0
1187,"LONDON GASOIL CALL COMPLETE  1723  APR 7",neutral,,0
1188,"bBANK OF CANADA DOLLAR STERLING RATES",neutral,,0
1189,"OKLAHOMA CITY FEEDERS STEADY  USDA",positive,steady,1
1190,"OHIO MATTRESS CO OMT 1ST QTR FEB 28 NET",neutral,,0
1191,"MOODYS MAY UPGRADE PUBLIC SERVICE INDIANAS 1.1 BILLION DLRS OF DEBT",negative,debt,-1
1192,"WORLD SUGAR FUTURES PARE LOSSES BY MIDSESSION",negative,losses,-1
1193,"ITALIAN BANK DEPOSIT GUARANTEE FUND APPROVED",positive,guarantee,1
1194,"COMPUTER NETWORKCMNT MAKES SIX INSTALLATIONS",neutral,,0
1195,"LME NICKEL CLOSE SLIPS TO DAYS LOW",neutral,,0
1196,"CBT SOYBEAN FUTURES MOSTLY HIGHER AT MIDSESSION",neutral,,0
1197,"YUGOSLAVIA DISCUSSES COMMERCIAL DEBT REFINANCING",negative,debt,-1
1198,"LME LEAD CLOSES FIRMER",positive,"firmer, lead",2
1199,"LONDON SUGAR NO.6 AT 1730  APR 7",neutral,,0
1200,"BOESKY AIDE DAVIDOFF CONSENTS TO SEC PENALTIES AGREES TO HELP INVESTIGATION",neutral,,0
1201,"USSR CROP WEATHER SUMMARY  USDANOAA",neutral,,0
1202,"DOLLAR SLIGHTLY LOWER AT NEW YORK MIDSESSION",neutral,,0
1203,"LONDON COCOA CLOSES NARROWLY MIXED",neutral,,0
1204,"SIOUX FALLS HOGS UP 1.501.75 DLR  USDA",negative,"falls, hogs",-2
1205,"MIDWEST GRAIN FUTURES 1230   EDT",neutral,,0
1206,"U.S. HOUSE LEADER THINKS TAX HIKE WILL PASS",neutral,,0
1207,"WALL STREET STOCKS HIGHER AT MIDSESSION",neutral,,0
1208,"U.S. WEATHERCOTTON SUMMARY  USDANOAA",neutral,,0
1209,"COMEX SILVER FUTURES HOLD GAINS AT MIDDAY",positive,gains,1
1210,"PORK BELLY FUTURES HIGHER AT MIDSESSION",neutral,,0
1211,"DOLLAR STEADY IN EUROPE AHEAD OF WASHINGTON TALKS",positive,steady,1
1212,"U.S. GOLD FUTURES HOLD PARED GAINS AT MIDSESSION",positive,"gold, gains",2
1213,"DALTEX DLTX ASSIGNED PATENT FOR SKIN THERAPY",neutral,,0
1214,"GRAIN SHIPS WAITING AT NEW ORLEANS",neutral,,0
1215,"CBT SOYPRODUCT FUTURES HIGHER AT MIDSESSION",neutral,,0
1216,"CASH WHOLESALE BEEF PRICES",neutral,,0
1217,"LME ZINC CLOSES STEADY AT LOWER LEVELS",positive,steady,1
1218,"U.S. SAYS NO PACT ON RELIEF FOR POOREST STATES",neutral,"relief; poorest",0
1219,"BIFFEX FALLS FURTHER BY CLOSE",negative,falls,-1
1220,"MIDWEST GRAIN FUTURES 1240   EDT",neutral,,0
1221,"WEST FARGO CATTLE UP 2.00 DLRS  USDA",neutral,,0
1222,"CASH WHOLESALE PORK PRICES",neutral,,0
1223,"CASH GRAIN SORGHUM PRICES",neutral,,0
1224,"COCOACOFFEESUGAR TRADE NEWSMARKET COMMENT",neutral,,0
1225,"N.Y. PLATINUM FUTURES HIGHER AT MIDSESSION",neutral,,0
1226,"BOESKY AIDE AGREES TO STOCK TRADING PENALTIES",neutral,,0
1227,"GENERAL PARTNERS IS TERMINATING OFFER FOR GENCORP INC",neutral,,0
1228,"TXW OKLA FEEDLOT CATTLE STDYUP 0.50 DLRUSDA",neutral,,0
1229,"MIYAZAWA LEAVES HOTEL FOR MEETING WITH BAKER AT TREASURY, JAPANESE OFFICIALS SAY",neutral,,0
1230,"U.S. LIVESTOCK STRESSED BY WEATHERUSDANOAA",neutral,,0
1231,"BURLINGTON NORTHERN INC 1ST QTR SHR PROFIT 93 CTS VS LOSS 3.55 DLRS",negative,loss,-1
1232,"IOWA GRAIN ELEVATOR EXPLODES, BURNS",negative,burns,-1
1233,"U.S. CREDIT MARKETS MIXED AT MIDSESSION",neutral,,0
1234,"MIDWEST GRAIN FUTURES 1250   EDT",neutral,,0
1235,"ARTISTIC GREETINGS ARTG SEES RECOVERY IN NET",positive,recovery,1
1236,"PARTNERSHIP BUYS 5.1 PCT ORANGECO OJ STAKE",neutral,,0
1237,"COOPERATIVE ENERGY TESTS OIL AT TWO WELLS",positive,cooperative,1
1238,"AVINDA DEBENTURES CONVERTED TO COMMON SHARES",neutral,,0
1239,"COMEX COPPER FUTURES DROP LATE, SETTLE LOWER",neutral,,0
1240,"MAYMA NAMES CHAIRMAN FOR L.S. AYRES DIVISION",neutral,,0
1241,"DOW DOW UNIT GETS FDA REVERSE OSMOSIS PERMIT",neutral,,0
1242,"CUMMINS ENGINE CO INC CUM SETS PAYOUT",neutral,,0
1243,"LIVE HOG FUTURES TRIM SHARP GAINS AT CLOSE",positive,"gains, sharp",2
1244,"CBT SOYBEAN FUTURES CLOSE STRONG IN NEW CROP",positive,strong,1
1245,"PHILADELPHIA ELECTRIC PE REPLACES ENGINEER",neutral,,0
1246,"KANSAS CITY WHEAT LOSES EARLY GAINS, ENDS LOWER",neutral,"gains; loses",0
1247,"MOODYS DOWNGRADES 1.8 BILLION DLRS OF DEERE, RELATED DEBT",negative,debt,-1
1248,"CANADA LAWMAKERS URGE EXEMPTION FROM U.S. BILL",neutral,,0
1249,"CENTRAL BANCSHARES CBSS 1ST QTR NET",neutral,,0
1250,"U.S. CERTIFIED COFFEE STOCKS DOWN IN LATEST WEEK",neutral,,0
1251,"REUTER WORLD NEWS HIGHLIGHTS 1800 GMT APRIL 7",neutral,,0
1252,"TEXTRON TXT PLANS SALE OF AVCO DIVISION",neutral,,0
1253,"N.Y. PLATINUM FUTURES FINISH HIGHER",neutral,,0
1254,"GREEN TREE ACCEPTANCE INC GNT 1ST QTR NET",neutral,,0
1255,"MINNEAPOLIS WHEAT PROTEIN SCALES",neutral,,0
1256,"U.S. IMMIGRATION RULES SPARK CONGRESS OBJECTIONS",negative,objections,-1
1257,"JAMESWAY JMY SEES YEAR SALES AT 700 MLN DLRS",neutral,,0
1258,"BANK SEES STRONG DEMAND FOR BTP PRIVATISATION OFFER",positive,strong,1
1259,"CHICAGO BOARD OF TRADE DELIVERABLE GRAIN STOCKS",neutral,,0
1260,"CUBA CRUDE SUGAR HARVEST FAR BEHIND SCHEDULE",negative,crude,-1
1261,"ATT T GETS GEORGIA RATE REDUCTION APPROVAL",positive,approval,1
1262,"CHICAGO DELIVERABLE WHEAT STOCKS",neutral,,0
1263,"CBT CORN FUTURES CLOSE HIGHER ON FIRM NOTE",neutral,,0
1264,"CHICAGO DELIVERABLE SOYBEAN STOCKS",neutral,,0
1265,"MINNEAPOLIS SPRING WHEAT CLOSES HIGHER",neutral,,0
1266,"DELIVERABLE GRADE GUIDE",neutral,,0
1267,"MINNEAPOLIS DELIVERABLE OAT STOCKS",neutral,,0
1268,"PORK BELLY FUTURES CLOSE MIXED",neutral,,0
1269,"COMEX SILVER FUTURES CLOSE ON HIGHS",neutral,,0
1270,"TOLEDO DELIVERABLE WHEAT STOCKS",neutral,,0
1271,"WORLD SUGAR FUTURES RALLY LATE, SETTLE HIGHER",neutral,,0
1272,"TOLEDO DELIVERABLE CORN STOCKS",neutral,,0
1273,"LUMBER FUTURES TRIM LOSSES AT CLOSE",negative,losses,-1
1274,"CHASE MANHATTAN TO CLOSE PERU CONSUMER OPERATION",neutral,,0
1275,"ST LOUIS DELIVERABLE CORN STOCKS",neutral,,0
1276,"TOLEDO DELIVERABLE SOYBEAN STOCKS",neutral,,0
1277,"AVON SAYS IT TO BUY GIORGIO INC, A FRAGRANCE COMPANY, FOR 185 MLN DLRS",neutral,,0
1278,"CANADIAN METALS  April 7",neutral,,0
1279,"COMEX ALUMINUM FUTURES SETTLE UNCHANGED",neutral,,0
1280,"KANSAS CITY DELIVERABLE GRAIN STOCKS",neutral,,0
1281,"TWA SAYS MARCH SYSTEM LOAD FACTOR RISES TO 67.4 PCT FROM 60.4 PCT A YEAR AGO",neutral,,0
1282,"MAGMA LOWERS COPPER PRICE 0.50 CT TO 65.50 CTS",neutral,,0
1283,"MINNEAPOLIS DELIVERABLE SPRING WHEAT STOCKS",neutral,,0
1284,"YEUTTER WARNS CONGRESS ON TRADE RETALIATION",neutral,,0
1285,"JEUMONTSCHNEIDER SETS UP CANADIAN SUBSIDIARY",neutral,,0
1286,"U.S. GOLD FUTURES END STRONGER, NEAR DAYS HIGHS",positive,"gold, stronger",2
1287,"WASTE MANAGEMENT WMT CANNOT ACCOUNT FOR DROP",negative,waste,-1
1288,"IRAQ CCC CREDIT GUARANTEES SWITCHED  USDA",neutral,,0
1289,"AVON PRODUCTS AVP TO BUY GIORGIO FOR 185 MLN",neutral,,0
1290,"NATIONAL AVERAGE PRICES FOR FARMEROWNED RESERVE",neutral,,0
1291,"CBT WHEAT FUTURES RALLY TO CLOSE HIGHER",neutral,,0
1292,"HONDURAS SEEKING PL480 VESSELS FOR BULK WHEAT",neutral,,0
1293,"BRAZIL SETS UP SPECIAL DEBT COMMISSION",negative,debt,-1
1294,"DEERE DE AND UNIT DEBT DOWNGRADED BY MOODYS",negative,debt,-1
1295,"MAGMA LOWERS COPPER PRICE 0.50 CT TO 65.50 CTS",neutral,,0
1296,"TWA TWA MARCH TRAFFIC RISES",neutral,,0
1297,"NY COTTON EXTENDS GAINS LATE, SETTLES HIGHER",positive,gains,1
1298,"CBT SOYPRODUCT FUTURES CLOSE MIXED",neutral,,0
1299,"GENCORP GY SAYS BUYBACK BETTER THAN TAKEOVER",positive,better,1
1300,"WALL STREET STOCKS LOWER IN LATE TRADING",neutral,,0
1301,"BERRY PETROLEUM, NORRIS OIL NOIL TO MERGE",neutral,,0
1302,"CCC CREDITS FOR BANGLADESH AMENDED  USDA",neutral,,0
1303,"ALLIEDSIGNAL ALD UNIT TO CUT EMPLOYEES",neutral,,0
1304,"NY COCOA FUTURES CLOSE MIXED",neutral,,0
1305,"CCC SEED CREDIT GURANTEES FOR ALGERIA  USDA",neutral,,0
1306,"AMR AMR FORMS NEW INVESTMENT UNIT",neutral,,0
